Ticker,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income,Preferred Dividends,Net Income Com,EBITDA,EBIT,Consolidated Income,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Free Cash Flow,Market Cap,Enterprise Value,Working Capital,2019 PRICE VAR [%],Class,Name
CMCSA,6.323474877570799,-0.3166955944012305,16.416106734158287,-0.15862452618131448,17.26172704895854,17.384583375287054,11.478610656694185,14.515809610466633,9.775664667920822,8.563799469130288,9.567103986909776,-0.09985675195051356,9.579568356104504,11.569098745494701,10.840222578942855,9.520019463823601,2.244293931396868,-0.10686156249823973,1.4418241400539118,1.5315056867573669,-0.4000890941051922,2.809215822248038,7.001565337196117,18.74352625267762,4.28967746592552,-0.1020021727778318,13.79338367722231,11.116614866624811,4.114926897893789,1.3114075869285722,3.9662316917918945,12.201164456017587,9.828163827942003,3.82365139277886,19.38247195106466,-0.09402904107953289,12.966876224320124,10.086409730099357,-0.275866526116447,6.381373294245753,12.989011412546382,2.836135420591842,11.403689122273523,2.4879006321530084,7.012560022245446,10.629151384009948,10.925108528367856,11.607258297893665,-12.993764657263515,-19.496824871680918,-2.1966583240807123,-17.466172149563228,18.551872309927106,-6.246506148610795,-7.472655737263521,15.388109299860046,9.286260122787217,7.256458110916772,9.70613611375226,-4.1571453952935045,0.27245730535836127,0.7666721982320639,Comcast Corporation
SIRI,0.03044630417198278,-0.10804757349581044,0.2880297329037663,0.7918091452884554,0.06008739984133322,0.09969056359995364,0.7464616450098677,1.0841205450302922,0.6436994785664849,0.37775476556305687,0.6909535559052934,-0.09985675195051356,0.6926725409565123,0.515836158917592,0.7318328171358784,0.6730112302082097,-0.26047137060508646,-0.10686156249823973,-0.21605690135993869,-0.09978976447959004,-0.3843644850301642,-0.20044621762066708,-0.038655689690025474,0.34849300723412,-0.12762172631740143,0.12129086594242872,0.20612765829398375,0.08838473712920583,0.07332755565094282,-0.11645303053885993,0.19125909918419048,0.5291118980981017,0.37828835562318053,3.6377478671770778,-0.11608972540876387,-0.09402904107953289,0.3622389926327817,0.3122551055672437,0.23981956591803122,-0.5494754499372508,-0.6238086010321223,-0.12225976568663857,0.5051270627357526,0.09685739354380854,0.7326893382596124,0.05119066218837906,1.4444145931418046,0.6056734582621283,-0.10224130423673229,0.09343634165828218,0.016153628976750108,0.03530777596508159,-0.046504543746724275,-1.3332788595699117,-0.18455438495376805,-0.769809018892469,0.9093001075506639,0.919989006662676,0.8971861543558671,-1.8224990690570686,0.1017559010640059,0.7666721982320639,Sirius XM Holdings Inc.
CZR,0.21627410664383573,0.061176322853407676,0.4205183481636618,-0.15862452618131448,0.2718349902916486,0.5064560793669637,0.13294623886507084,5.275000159718478,-0.18247018572587226,-0.5770064607252948,-0.04309201825807567,-0.09985675195051356,-0.04226166186795706,0.7598047944095346,0.586546763080903,-0.04882737292683496,0.8073846876686189,-0.10686156249823973,0.49074717028538106,-0.06527610853400084,-0.37078414082900363,0.05122744008852225,2.344824227435811,0.6004147679282035,-0.12762172631740143,-0.09438124995461472,1.1734522581623172,0.8855516279036746,-0.10223560216496838,-0.05764921443838092,0.06902913983483622,1.9202077101224895,1.473646578793873,-0.19260101180617314,0.3674451531414993,-0.09402904107953289,1.518892015790971,1.0313133507062053,0.24836684921142035,-1.8580587221416485,0.31553715695238377,-0.12225976568663857,1.6425792442500018,0.07386999367550533,0.4114213432774953,0.9119636416375616,0.7030779007001761,0.0685562261604693,-0.3279095996310711,-0.7105305853726934,0.066816138365061,-0.5734675853577117,0.20433932676576771,-0.0953451330183389,0.2814163034244988,0.2520146720304142,-0.1347602049804117,-0.09807761064435684,0.5052002641170698,-0.059602863531596266,1.295725586409583,0.7666721982320639,"Caesars Entertainment, Inc."
F,10.992097827439498,12.8543233592828,2.2621092854129627,-0.15862452618131448,2.7934102595640544,2.365166086881342,1.6630894860205683,4.778453932401409,2.582381376225065,1.4360073558752917,2.7942199629666646,-0.09985675195051356,2.798485142528183,5.297469834649744,2.9977323111379004,2.75857525931237,10.84043527635251,18.493903298609574,14.730005242471258,18.036236078685473,7.619461534159097,15.878923214005443,5.646957531282114,-0.19274338536020916,17.707440900944768,7.832902670755795,8.414227057846997,11.336535467783817,10.900937858457763,17.26153660048115,14.311787628452183,11.431431744528272,13.655699103411752,-0.19260101180617314,0.27328682393625037,-0.09402904107953289,10.638380923209064,12.471832165889346,-10.244847940639316,3.3416515981990975,6.374289488203544,18.28974406965632,12.73325008849618,-18.216319950769194,9.914896082014339,8.214892589136607,2.2356982893196946,7.05528425530401,-8.112660899205963,0.10165495938879643,-14.66879225564811,-5.471481597836768,1.5026711715731456,0.07759877589462945,-6.438625247350769,0.015751078204812977,5.483896597095216,1.167930267268532,5.42293250281723,12.746919185488387,0.15594397662735193,0.7666721982320639,Ford Motor Company
NKE,2.2024121621803276,1.530728433487327,2.5012539338629973,-0.15862452618131448,2.8226616160711884,2.390473787437514,2.4343711065429416,-0.1617602275158637,2.5810473103326883,5.984217561476098,1.327630723116058,-0.09985675195051356,1.3301204635516362,1.7545226088607622,2.2935966755493657,1.299818716108159,2.5340739596869875,0.9681898970075563,2.072788972570726,0.3901540905741,3.360236739700371,1.8636439487956054,0.4437152459187748,-0.14314981901729318,-0.12762172631740143,1.810087363567334,0.1882063109805837,0.7388624130861252,0.877167177342192,-0.006317706461167208,0.683984352501575,0.1321040980741032,0.10088893066683761,-0.19260101180617314,2.233620760547786,-0.09402904107953289,0.31832982503666324,0.47019719942198146,0.11730850537945352,0.32773960228972615,1.5320334790156025,0.25152706743950204,-0.3863137569914132,0.43671725928902977,1.4055148918929488,0.5061887259451673,2.6051692758618996,2.1146133456813616,-0.8238909843685295,0.10165495938879643,2.378110483820252,0.2625165420730546,-0.11639482461945408,-4.039938119288596,-2.5939749694201337,-2.6417914461390026,2.835535986424734,5.339784122390987,4.032573087791292,5.949899298084,0.35993296452592155,0.7666721982320639,"NIKE, Inc."
GM,10.049664469586737,11.699468693250806,2.171588607370024,-0.15862452618131448,2.3186174081102924,1.9543846139649648,2.4343711065429416,2.3672591167007306,5.357905465315017,0.9764866921636144,6.441351576058454,11.259818855611378,6.367520620843309,8.92638533465954,5.1460645054335314,6.3268162929163125,13.58901549870891,6.3326535051840676,11.5813540412116,8.641018692801387,6.615945573189126,10.336187638849955,13.214489866560738,0.43751289397265714,5.036073828232709,18.25070417009355,9.035357713026443,10.014068113079507,11.305722943392372,10.24341485792564,12.282435426651945,8.217725057766845,9.216046578330735,-0.19260101180617314,-0.14936372144370147,-0.09402904107953289,8.667269582611938,10.397210192768885,-12.628115432279325,3.2871994259582413,6.917096746813892,5.574987135606475,8.192389190234243,-6.970530282889597,13.635546911073078,13.680619531415314,-0.37796683770109146,7.17012651147285,-9.165004011170657,0.058935440874725666,-11.190338543407501,-7.032493850716614,5.877484996467571,0.04570840971209628,-4.904929017345949,6.543167216928346,4.889677191858597,1.9886946466744642,4.455105683152486,-4.9664440780617625,-0.0393241478158729,0.7666721982320639,General Motors Company
LOW,4.48754179245587,3.8574288969657786,3.6487939580550877,-0.15862452618131448,3.617052621954751,3.4067654292163665,3.763931452387065,2.274682701438226,3.3574736596959918,5.07039805977674,2.6008050976193946,-0.09985675195051356,2.604836130965909,2.7828978136908935,3.3372262782966584,2.5532565177036046,0.09525859515795707,0.003234068896932146,0.0643719130919786,-0.13475359854620866,7.743114141885453,1.5309896793445112,2.947746892957045,-0.045092380325605065,0.10100418646137718,0.026029330652215184,1.112837735337814,1.3165162985439338,3.123021104180154,0.3474798390273501,1.6058083049544885,1.5374907966665192,1.2891642451728094,3.8218107638125054,-0.14936372144370147,-0.09402904107953289,1.2469694371390647,1.4346029473411448,0.2640368685826338,0.6280134307161833,0.8018019927908208,0.0691371066972286,1.5261496777600587,0.2807565924902342,1.7312518388918186,1.314679952437802,0.9767601129536615,2.1685990216581663,-0.8810366656534976,-0.16032377463122788,0.26518009751523836,-0.33283175605992993,0.2736179034649756,-3.465911528002999,-2.698071998605981,-1.9493530375045436,2.8811835687677085,3.7988844688242978,3.506900773715567,0.22014630267341112,0.26553426515945133,0.7666721982320639,"Lowe's Companies, Inc."
FOXA,0.3412321604128602,0.2712156282109248,0.32096331673483275,-0.15862452618131448,0.0324072203628831,0.020220165903482214,1.0725187765867703,-0.20804843514711582,1.1162429605029518,-0.4125189504194103,1.5412280091952175,-0.09985675195051356,1.5439763284943213,0.6259862543488314,0.9721448492365291,1.5440486708443917,1.3689583976653337,-0.10686156249823973,0.8624476271768374,0.14030523340276957,0.4433217562826742,0.5180982712614168,-0.09507717960822584,0.4413538535527463,-0.12762172631740143,-0.1020021727778318,0.196708247078067,0.3124718735655239,0.6062685362019136,-0.11742767942450322,0.03234493036635006,-0.2708291915024922,-0.2424807279048539,-0.19260101180617314,0.6088586137354082,-0.09402904107953289,-0.11081027019697144,-0.06110983685527654,0.3637551736721738,-0.22575256467874857,1.491619550608138,-0.12225976568663857,-0.5011262461689959,0.06078485836585581,-0.2921903242490269,-0.08106341334834803,-0.37796683770109146,0.32915980746668033,0.04946754093003862,0.10165495938879643,0.02962289602440277,0.21119939115652475,-0.1081840303439924,0.2787533933536848,0.18657234349961552,0.6687182420474055,0.5707752343908294,0.8329654548615475,0.49370930394298096,2.3608059808114845,-0.2724633044297359,-1.3043384151740307,Fox Corporation
MAT,-0.05861871880392525,-0.07121649442584456,-0.006632434256035415,-0.15862452618131448,0.25559290374516874,0.16949623165069597,-0.4715031927402686,0.37638647440507367,-0.5820916248861842,0.04229162648922241,-0.7463644464104968,-0.09985675195051356,-0.7463854650006445,-0.30923705372358956,-0.4691878652996321,-0.7420256674037603,0.09957598449898755,-0.10686156249823973,0.022255120752933493,0.010816448847987005,-0.012056489735515603,0.06280414667145194,-0.17895576115362485,-0.036119898746516776,-0.12762172631740143,-0.1020021727778318,-0.08770751051110494,-0.04452660600638338,-0.02984054511485533,-0.11607096817568775,-0.04360660489709614,0.06050129562300878,0.014902228668698654,-0.19260101180617314,-0.13979213790343856,-0.09402904107953289,0.02479241304451884,-0.00019629680900721665,-0.9756411566295095,0.028661046256821913,-0.16520264994877018,-0.12225976568663857,0.012179155328607449,0.12187723321277542,0.06427761956815552,0.02184028964327191,0.2913914329178705,-0.3306025740979556,0.11694904298477465,0.10165495938879643,-0.0033462566504235723,0.1110761623433131,-0.2488077380266135,0.2787533933536848,0.2814163034244988,-0.07624906303099521,-0.455679526381861,-0.15185277029950875,-0.11440317653670101,0.5000111802123719,0.3693845336137964,0.7666721982320639,"Mattel, Inc."
MIK,0.001459723449439703,-0.024486906388292023,0.05184392375970311,-0.15862452618131448,0.08153866545912525,0.01961067211508775,0.1307044299680614,0.15432931834133046,0.10017902192494854,0.3008947127315548,0.03048804212520896,-0.09985675195051356,0.031407473843677036,0.022087108187797726,0.11164859095709594,0.022784161394435093,-0.012728765085586766,-0.10686156249823973,-0.05207835673822449,-0.13082099254026927,0.40278657310708377,-0.031586572703219275,-0.21792185262838198,-0.17683243623848863,-0.12762172631740143,-0.0728148004571927,-0.22641702609660022,-0.17758445720308244,-0.058474010524457484,-0.10933809367366384,-0.08958896762443075,0.0430781488030501,0.0032551478746008712,-0.19260101180617314,-0.09302022679611545,-0.09402904107953289,-0.016203472940893315,-0.044777792468417385,0.243153006402453,-0.46807747862440824,-0.5668017888535106,-0.12225976568663857,0.016421288144699356,0.07301804527115544,-0.06872137175175196,-0.13416895055584913,-0.04593557779516294,-0.0602192421991102,0.143456013337787,0.10165495938879643,0.02962289602440277,0.12249353494722862,-0.12415659108297644,-0.012140714543018889,0.2804724903598805,-0.06696768175565058,0.005209697509151888,-0.09444086391291177,-0.06807011196934734,0.2494396478460751,-0.9376971204688642,-1.3043384151740307,"The Michaels Companies, Inc."
